"name","weightingms","discountsellingprice","price_per_gram"
"Bagrrys Fruit and Nut Muesli with Cranberries",750,4.99,0.01
"On1y Black Salt Grinder",100,0.99,0.01
"Everest Dry Ginger Powder",100,0.68,0.01
"Weikfield Cooker Cake Mix - Vanilla",150,0.95,0.01
"Satyam Chilli  Bedgi",100,0.73,0.01
"Mortein PowerGard Rat Kill Cake",100,0.60,0.01
"Zorabian Chicken Cubes",500,2.70,0.01
"Set Wet Deodrant Charm Avatar",150,1.99,0.01
"Kitchens Of India Murgh Methi",285,1.54,0.01
"Sunsilk Lusciously Thick & Long Shampoo",340,2.34,0.01
"Scotch-Brite Scrub Sponge Ideal For Dishwash Liquid",116,0.59,0.01
"Colgate Total Charcoal Anticavity Toothpaste",120,0.99,0.01
"Zorabian Chicken Leg Boneless ",450,2.50,0.01
"Shubh kart - Nirmal Eco Box Sugandhi Mogra Agarbatti - 100g",100,0.56,0.01
"Kelloggs Chocos Fills Double Chocolaty",250,1.65,0.01
"Everest Kashmiri Lal Chilli Powder",500,2.79,0.01
"Delight Nuts Almond Natural ",200,2.79,0.01
"Colgate Visible White Toothpaste",100,1.03,0.01
"Vaseline Original Skin Protecting Jelly",100,1.12,0.01
"MTR Masala - Sambar Powder",200,1.15,0.01
"Bagrry's Fruit Fibre Muesli Mixed Fruit ",1000,5.95,0.01
"Eno Regular Fruit Salt Energy Powder",100,1.30,0.01
"Hershey's Hot Chocolate Powder",250,2.10,0.01
"Nivea Body Milk Lotion for Very Dry Skin",400,3.19,0.01
"Cantina Tortilla Dip Sauce Sour Creamy Tex Mex",190,1.91,0.01
"Listerine Cool Mint Mouthwash - Mild Taste",250,1.35,0.01
"On1y Sea Salt Grinder",100,0.89,0.01
"Everest Meat Masala Powder",100,0.67,0.01
"Engage Mate For Man Deo Spray",150,1.74,0.01
"Danish Butter Cookies",400,3.50,0.01
"Godrej Yummiez Chicken Breakfast Salami",250,1.43,0.01
"Mamaearth Ubtan Body Lotion",400,3.39,0.01
"Vaseline Intensive Care Aloe Fresh",200,2.03,0.01
"Hershey's Cocoa - Natural Unsweetened",225,2.43,0.01
"Colgate Slim Soft Charcoal Toothbrush",232,1.23,0.01
"Durex Mutual Climax Condoms",580,3.06,0.01
"Patanjali Saundarya Aloe Vera Gel",150,0.90,0.01
"RRO Mozzarella Block Cheese",200,1.47,0.01
"Savlon Clothes Disinfectant & Refreshing Spray Fresh Breeze",230,1.57,0.01
"Hershey's Cocoa + Almond Spread",350,2.66,0.01
"Bajaj Almond Drops Hair Oil Bottle",200,1.20,0.01
"Borges Extra Virgin Olive Oil",250,2.99,0.01
"Nivea Men Deodorant Fresh Active 48h Long lasting Freshness",150,1.69,0.01
"Pantai Chilli Garlic Sauce",200,2.34,0.01
"Praakritik Organic Extra Virgin Coconut Oil",100,1.34,0.01
"Odomos lotion - Mosquito Repellent",120,0.82,0.01
"Go Cheese Pizza Blend Mozzarella + Cheddar",200,1.18,0.01
"Dlecta Cheese Block",200,1.45,0.01
"L'Oreal Paris Color Protect Shampoo",360,2.82,0.01
"Pantai Oyster Sauce",200,2.34,0.01
"Oral-B Charcoal Cross Cross Extra Soft Toothbrush (Buy 2 Get 1 Free)",174,1.80,0.01
"Dlecta Cheese Cubes 2",200,1.37,0.01
"The Whole Truth Peanut Butter - Sweetened & Crunchy",325,1.72,0.01
"Fresh Mutton Mince - Kheema (Halal)",500,4.95,0.01
"Soulfull Ragi Bites Choco Fills",250,1.60,0.01
"Everest Chat Masala",100,0.59,0.01
"Dabur Gulabari Rose Glow Face Cleanse",100,0.71,0.01
"Dove Hair Fall Rescue Shampoo",180,1.23,0.01
"Head & Shoulders 2 In 1 Anti Dandruff Smooth & Silky Shampoo+Conditioner",340,3.34,0.01
"RRO Mozzarella Pizza Cheese",200,1.37,0.01
"Dabur Meswak Toothpaste",200,1.00,0.01
"Bagrrys Fruit N Fibre Muesli Mixed Fruit",500,3.30,0.01
"L'Oreal Paris Total Repair 5 Shampoo",396,2.65,0.01
"Figaro Pure Olive Oil",200,2.99,0.01
"Remia Mayonnaise",241,2.30,0.01
"Godrej Real Good Chicken Kheema",450,2.30,0.01
"Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot",150,0.81,0.01
"Gillette Classic Regular Pre Shave Foam",196,1.99,0.01
"Himalaya Purifying Neem Face Wash Tube",300,2.29,0.01
"Dove Hair Fall Rescue Shampoo",340,2.36,0.01
"Fiama Lemongrass and Jojoba Shower Gel",250,1.80,0.01
"The Whole Truth Dark Chocolate Peanut Butter - Creamy",325,1.74,0.01
"Listerine Fresh Burst Mouthwash",250,1.26,0.01
"Popular Essentials Pista Salted (With Shell)",250,3.71,0.01
"The Bake Shop Whole Wheat Multigrain Lavash",100,0.70,0.01
"Fiama Men's Refreshing Pulse Shower Gel",250,1.79,0.01
"Himalaya Anti Dandruff Shampoo",400,2.13,0.01
"Satyam Nighties Spices  Chilli Kashmiri",100,0.95,0.01
"Everest Chicken Masala",200,1.32,0.01
"Head & Shoulders Anti-Dandruff Smooth & Silky Shampoo",340,2.66,0.01
"Dove Pink Rosa Beauty Bathinhg Bar",100,0.60,0.01
"Mamaearth Daily Moisturizing Lotion For Babies",200,1.99,0.01
"Delight Nuts Trail Mix ",200,2.99,0.01
"L'Oreal Paris Dream Lengths Shampoo",192,1.49,0.01
"Zorabian Chicken Breast Boneless",250,1.33,0.01
"Park Avenue Beer Shampoo ",180,1.40,0.01
"Johnson's Baby No More Tears Baby Shampoo",100,0.98,0.01
"Remia Salad Caesar Dressing",250,2.50,0.01
"Everest Black Pepper Powder",100,1.15,0.01
"Bagrrys Fruit N Fibre Muesli - Strawberry",1000,5.95,0.01
"Praakritik Organic Ginger Powder",100,1.25,0.01
"Del Monte Pitted Green Olives",450,2.50,0.01
"Airwick Room Air Freshener Spray - Rose & Saffron",245,1.52,0.01
"Borges Extra Light Olive Oil Bottle ",2000,13.99,0.01
"Head & Shoulders Anti Dandruff Shampoo Cool Menthol",340,2.66,0.01
"Engage Rush Deodorant For Men",150,1.69,0.01
"Clean & Clear Morning Energy Berry Face Wash",100,1.45,0.01
"Dove Daily Shine Conditioner",175,1.90,0.01
"Pedigree Dentastix  Dog Treat Oral Care for Adult Medium Breed ",180,1.40,0.01
"Dabur 100% Pure Honey",400,2.97,0.01
"Organic India Organic Chyawanprash",500,3.96,0.01
"Go Pizza Cheese",200,1.33,0.01
"Horlicks Protein Plus Chocolate",200,2.70,0.01
"Kellogg's Crunchy Granola Chocolate & Almonds",450,2.94,0.01
"The Whole Truth Dark Chocolate Peanut Butter - Crunchy",325,1.88,0.01
"The Laughing Cow Plain Processed Cheese Block",200,1.50,0.01
"Borges Durum Wheat Fusilli Pasta ",500,2.50,0.01
"Head & Shoulders Shampoo + Conditioner - 2-In-1, Cool Menthol",340,3.65,0.01
"Everest Tandoori Chicken Masala",100,0.67,0.01
"Popular Essentials Pumpkin Seeds",100,0.75,0.01
"Himalaya Baby Powder",100,0.73,0.01
"Pantene Total Damage Care Shampoo",180,1.20,0.01
"Vicks Inhaler with Keychain",116,0.95,0.01
"Clinic Plus Strong & Long Health Shampoo",650,4.49,0.01
"Himalaya Baby Lotion",400,2.64,0.01
"The Laughing Cow Cheese Spread Plain",180,1.10,0.01
"Pantene Hairfall Control Conditioner",200,1.78,0.01
"Popular Essentials Californian Almond",250,2.51,0.01
"Go Cheese Processed Block",400,2.37,0.01
"Engage Drizzle Deodorant For Women, Floral And Lavender, Skin Friendly",150,1.74,0.01
"The Laughing Cow Cheese Cubes",200,1.50,0.01
"Axe Dark Temptation Men's Deodorant",150,1.94,0.01
"Pantai Sriracha Yellow Chilli Sauce",200,1.91,0.01
"Godrej Yummiez Chicken Lucknowi Seekh Kebab",400,2.34,0.01
"Odomos Mosquito Repellent Spray",100,0.82,0.01
"Everest Garam Masala",100,0.72,0.01
"Wingreens Farms Chipotle Dip",180,1.50,0.01
"Amul Cheese Slices",100,0.70,0.01
"Happilo Premium Afghani Anjeer",200,2.56,0.01
"Britannia Good Day Cashew Cookies Pack Of 6",120,1.08,0.01
"Sunsilk Lusciously Thick & Long Shampoo",650,5.21,0.01
"ITC Master Chef Chicken Seekh Kabab",500,3.25,0.01
"Pantai Red Curry Paste",114,1.28,0.01
"The Bake Shop Masala Lavash",100,0.70,0.01
"Kelloggs Muesli - With 22% Fruit Magic",500,2.88,0.01
"Pillsbury Oven Cake Mix - Vanilla",225,1.56,0.01
"Amul Processed Cheese Block",200,1.06,0.01
"Odonil Room Spray Air Freshener Citrus Fres",137,1.32,0.01
"The Bake Shop Whole Wheat Bread Sticks",100,0.56,0.01
"Happilo Premium 100% Natural Whole Cashews",200,2.35,0.01
"Pantai Teriyaki Sauce with Garlic",200,2.76,0.01
"Popular Essentials Byadagi Chilli Stemless",100,0.80,0.01
"Baggry's Crunchy Muesli Almond Raisins & Honey",200,1.30,0.01
"Chik Hairfall Prevent Egg Shampoo",340,1.78,0.01
"Godrej Aer Morning Misty Meadows Home Air Freshener",240,1.49,0.01
"Yoga Bar Breakfast Muesli - Chocolate & Cranberry ",400,3.09,0.01
"Amul Cheese - Processed Slices",200,1.20,0.01
"Johnson's Baby Soap",100,0.70,0.01
"Everest Garam Masala",200,1.42,0.01
"Go Cheese Slice - Plain",200,1.33,0.01
"Kellogg's Almonds And Cranberries Granola",460,3.10,0.01
"Pantai Dark Soy Sauce",200,2.34,0.01
"Pantai Hot Chilli Sauce",200,2.34,0.01
"Sundrop Cocoa Nut Hazelnut Chocolatey Spread",160,1.20,0.01
"Ching's Secret Chowmein Hakka Noodles Masala",100,0.54,0.01
"D'lecta Shredded Mozzarella Cheese",140,0.95,0.01
"Satyam Nighties Spices  Chilli Bore",100,0.80,0.01
"Air Wick Room Air Freshener Spray - Lavender & Lotus",245,1.52,0.01
"Hit Lime Fresh Flying Insect Killer",385,2.69,0.01
"Moi Soi Kung Pao Sauce - For Stir Fry Marinade Spread & Dip",175,1.40,0.01
"Pantene Adv Hairfall Solution Conditioner Silky Smooth",200,1.90,0.01
"RRO Burrata Cheese",200,1.25,0.01
"Sugarfree Natural Green Stevia Leaves Zero Calorie",100,0.75,0.01
"Dove Intense Repair Conditioner",175,1.62,0.01
"President Butter - Salted",100,0.54,0.01
"Nestle Cerelac Wheat - Stage 1",300,1.90,0.01
"Epigamia Greek Yogurt - Natural",400,2.00,0.01
"Apple Kinnaur",232,1.19,0.01
"The Laughing Cow Cheese Slices",200,1.55,0.01
"Pantene Advanced Control Hair Fall Solution Shampoo",180,1.12,0.01
"Himalaya Gentle Baby Bath",200,1.50,0.01
"Godrej Yummiez Cheese Corn Nuggets ",400,2.30,0.01
"TRESemme Smooth And Shine Conditioner",190,1.82,0.01
"Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil",300,3.19,0.01
"Dlecta Natural Cheddar Slices",200,1.89,0.01
"Kellogg's Real Almond & Honey Corn Flakes",1000,5.20,0.01
"Zorabian Chicken Mince",450,2.50,0.01
"Listerine Fresh Burst Mouthwash",500,2.63,0.01
"Kellogg's Crunchy Granola Honey, Almonds, Strawberries & Pumpkin Seeds",450,2.94,0.01
"Himalaya Purifying Neem Face Wash",150,1.53,0.01
"Pantene Hair Fall Control Shampoo",340,2.21,0.01
"Nestle Cerelac 5 Grains & Fruits Cereal",300,2.88,0.01
"Everest Chicken Masala",100,0.72,0.01
"Himalaya Baby Lotion",200,1.45,0.01
"Hershey's Cocoa Spread",350,2.95,0.01
"Sugarfree Gold Low Calorie Sweetner",300,1.75,0.01
"Nestle Ceregrow Multigrain Cereal with Milk and Fruits - 3 to 6 years",300,2.92,0.01
"Satyam Nighties Spices  Chilli Pandi",100,0.52,0.01
"Scotch Brite Multi-Purpose Sponge Wipes",580,5.81,0.01
"Himalaya Baby Nourishing Massage Oil",200,1.60,0.01
"Yummiez Veg Cheese Fingers Pouch",400,2.30,0.01
"Pear Green Imported",116,0.69,0.01
"Scotch Brite Sponge Wipe",290,2.97,0.01
"Origami Good Karma Toilet Roll",232,2.34,0.01
"Nivea Women Deodorant Fresh Natural Long Lasting Freshness & 48h Protection",150,1.59,0.01
"Gowardhan Ghee/Tuppa Jar",500,3.09,0.01
"Ferrero Nutella Hazeulnut Spread",350,3.57,0.01
"Cantina Beans Mexican Beans",410,2.13,0.01
"Tresemme Keratin Smooth Conditioner",340,3.80,0.01
"Pantai Green Curry Paste",114,1.28,0.01
"Epicurea Thai Jasmine Rice",500,2.95,0.01
"Godrej Yummiez Chicken Punjabi Tikka ",360,2.66,0.01
"Popular Essentials Red Cherry/Gundu Chilli",100,0.95,0.01
"Praakritik Organic Garlic Powder",100,1.08,0.01
"Clean & Clear Foaming Face Wash",150,1.62,0.01
"Pantai Pad Thai Sauce (Non-Veg)",200,2.93,0.01
"Kellogg's No Added Sugar Muesli",500,2.98,0.01
"Clean & Clear Morning Energy Lemon Face Wash",100,1.31,0.01
"The Bake Shop Sesame Seed Crackers",100,1.16,0.01
"Pantai Sriracha Red Chilli Sauce",200,1.91,0.01
"Satyam Khobra",200,1.01,0.01
"Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil",200,2.63,0.01
"New Kellogg's Muesli with 21% Fruit, Nut & Seeds",500,3.05,0.01
"Japanese Choice Udon Noodles",250,2.66,0.01
"Set Wet Swag Avatar Deodorant & Body Spray Perfume For Men",150,1.99,0.01
"Clean & Clear Morning Energy Aqua Splash Face Wash",100,1.31,0.01
"Maggi Magic Cubes Extra Chicken",240,1.79,0.01
"Gits Jalebi with Maker Dessert Mix",100,0.63,0.01
"Shubh kart - Nirmal Eco Box Chandan Agarbatti - 100g",100,0.56,0.01
"Airwick Room Air Freshener Spray Cool Water & Aloe Vera",245,1.52,0.01
"Epicurea Sushi Rice",500,2.95,0.01
"Listerine Original Mouthwash",250,1.35,0.01
"Zorabian Chicken Kheema Parathas",300,1.90,0.01
"Fine Life Cotton Balls",100,0.99,0.01
"Praakritik Orrganic Cold Pressed Sesame Oil",100,1.17,0.01
"Godrej Nupur Henna",150,0.75,0.01
"Dove Hair Fall Rescue Shampoo",180,1.41,0.01
"Dove Dryness Care Shampoo",340,2.52,0.01
"Gillette Lemon Lime Shaving Foam",196,1.77,0.01
"Popular Essentials Californian Almond",500,4.70,0.01
"Weikfield Drinking Chocolate Powder",100,0.58,0.01
"Eveready Ultima Alkaline Battery AAA",116,0.68,0.01
"Bajaj Almond Drops Hair Oil",100,0.60,0.01
"Cadbury Hot Chocolate",200,1.66,0.01
"Dettol Antiseptic Liquid + Disinfectant Spray - Original",225,1.43,0.01
"Bell Peppers Red & Yellow ",116,0.99,0.01
"Pillsbury Pancake Mix - Funfetti",162,0.88,0.01
"L'Oreal Paris Dream Lengths Conditioner",193,2.09,0.01
"Dabur Meswak Toothpaste",100,0.55,0.01
"24 Mantra Organic Cumin",100,0.65,0.01
"Nestle Everyday Dairy Whitener",400,2.10,0.01
"L'Oreal Paris Dream Lengths Conditioner",193,1.99,0.01
"Pillsbury Choco Chip Pancake Mix",165,0.94,0.01
"Colgate Max Fresh Peppermint Toothpaste ",300,1.54,0.01
"Oral-B Criss Cross Medium Toothbrush (Buy 2 Get 2 Free)",232,1.60,0.01
"Delight Nuts Dried Cranberries ",200,2.72,0.01
"24 Mantra Red Chilly Whole",100,0.65,0.01
"Engage Deo Frost",150,1.76,0.01
"Patanjali Kesh Kanti Anti Dandruff Hair Cleanser",200,1.10,0.01
"24 Mantra Organic Cumin Powder",100,0.70,0.01
"Pantene Advanced Hair Fall Solution Silky Smooth Care Shampoo",180,1.12,0.01
"Engage Man Rush Deodorant",150,1.76,0.01
"Veeba Mint Mayonnaise",300,1.55,0.01
"Maggi Coconut Milkpowder",100,1.00,0.01
"TGFC Bombay Duck Whole Cleaned",500,2.74,0.01
"Ferrero Nutella Hazelnut Spread",180,2.07,0.01
"Popular Essentials Black Pepper",100,0.90,0.01
"Kellogg's Muesli 20% Nuts Delight",500,3.20,0.01
"RRO Fresh Ricotta",200,1.37,0.01
"Pillsbury Rich Choco Oven Cake Mix - Egg Free",270,1.59,0.01
"Harpic Flushmatic In-Cistern Toilet Cleaner Blocks Marine",100,1.43,0.01
"Origami Cups Plain 100 units",100,1.32,0.01
"Vaseline Intensive Care Deep Moisture Body Lotion",400,3.25,0.01
"Smith & Jones Pasta Masala",108,0.54,0.01
"Veeba Peri Peri Sauce",300,1.61,0.01
"Betty Crocker Chocolate Fudge Cake Mix",475,2.95,0.01
"Everest Powder - Tea Masala",100,0.89,0.01
"Head & shoulders Anti Dandruff Shampoo Cool Menthol",180,1.70,0.01
"Himalaya Anti Hair Fall Shampoo",200,1.14,0.01
"Head & Shoulders 2 In 1 Anti Dandruff Shampoo Conditioner ",180,1.74,0.01
"Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened",400,2.06,0.01
"Soulfull Millet Muesli Fruit & Nut Almonds & Real Fruits",400,2.69,0.01
"Baidyanath Isabgol",100,0.85,0.01
"Bagrrys Muesli Crunchy Fruit & Nut With Cranberries",400,2.97,0.01
"Eastern Chicken Masala",100,0.65,0.01
"Kelloggs Chocos Fills Double Chocolat",175,0.88,0.01
"Apple Washington",232,1.49,0.01
"ITC Master Chef Crispy Chicken Fries ",280,1.62,0.01
"ScotchBrite Premium Kitchen Towels",174,1.23,0.01
"Praakritik Organic Natural Wild Forest Honey",200,1.50,0.01
"Axe Pulse Men's Deodorant",150,2.10,0.01
"Maggi Magic Cubes Extra Chicken",240,1.99,0.01
"Johnson's Baby Top To Toe Bath Body Wash",210,1.65,0.01
"Johnson's Baby Powder",200,1.43,0.01
"Godrej Aer Spray Fresh Lush Green",240,1.26,0.01
"Himalaya Anti Dandruff Shampoo",200,1.28,0.01
"Sugarfree Gold Low Calorie Sweetner",110,0.61,0.01
"RRO Cheddar Block Cheese",200,1.47,0.01
"MTR Idli/Dosa/Chilly Chutney Powder",200,1.15,0.01
"Organic India Apple Cider Vinegar",500,5.36,0.01
"Kellogg's Muesli Nuts Delight",750,3.83,0.01
"RRO Sour Cream",200,1.37,0.01
"Soulfull Vanilla Fills - Ragi Bites",250,1.60,0.01
"Pantene Silky Smooth Care Shampoo",340,2.10,0.01
"Colgate Total 12 Whole Mouth Protection Toothpaste",120,1.08,0.01
"Dabur Hajmola Maha Candy - Aam+Imli",130,1.23,0.01
"The Whole Truth Peanut Butter With Dates - Creamy No Sugar",325,1.94,0.01
"Gowardhan Ghee Jar",1000,5.79,0.01
"Palmolive Feel The Massage Shower Gel",250,1.99,0.01
"Pears Pure & Gentle Glycerin Bath Soap",125,0.75,0.01
"Himalaya Prickly Heat Baby Powder",100,0.81,0.01
"Cornitos Peanut - Premium Salted ",150,1.08,0.01
"Nivea Soft Moisturizing Cream",200,2.72,0.01
"Johnson's Baby Soap",150,1.05,0.01
"Eno Fruit Salt Lemon Flavour Energy Powder",100,1.17,0.01
"Parle Hide & Seek Choco Rolls",120,0.60,0.01
"D'lecta Cream Cheese",150,1.61,0.01
"Kellogg's Crunchy Fruit & Nut Breakfast Cereals Muesli",750,4.01,0.01
"Pantai Spring Roll Sauce",200,2.45,0.01
"Godrej Cinthol Lime Talc",100,0.55,0.01
"Happilo Premium International Queen Kalmi Dates",200,1.72,0.01
"Fiama Di Wills Men's Refreshing Pulse Shower Gel",250,2.14,0.01
"Popular Essentials Cashew Split",250,2.83,0.01
"Nivea Body Lotion Aloe Hydration For Normal Skin ",200,2.47,0.01
"Johnson's Baby Powder",400,2.35,0.01
"TRESemme Smooth And Shine Conditioner",190,2.20,0.01
"Engage Woman Blush Body Deo Spray",150,1.74,0.01
"Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar)",400,3.09,0.01
"Pillsbury Cooker Cake Mix - Choco",159,0.89,0.01
"Pantai Sweet Chilli Sauce",200,2.34,0.01
"Moi Soi  Black Bean Sauce - Dip Spread Stir Fry & Marinade",175,1.40,0.01
"Fiama Scents Juniper & Geranium Body Wash",250,1.86,0.01
"Himalaya Gentle Baby Shampoo",200,1.46,0.01
"Tong Garden Wasabi Green Peas",150,1.67,0.01
"Odonil Air Fresher Buy 3 Get 1 Free",300,2.13,0.01
"Pantai Sriracha Green Chilli Sauce",200,1.91,0.01
"Gowardhan Cow Ghee Pouch",1000,5.21,0.01
"Aashirvaad Svasti Cow Ghee Tetra Pack",500,2.95,0.01
"Moi Soi Manchurian Sauce - For Stir Fry Marinade Spread & Dip",175,1.40,0.01
"D'lecta Cheddar Cheese",200,1.89,0.01
"Dabur Nature Care Isabgol - Double Action",100,1.33,0.01
"Nestle Lactogen Stage 2 Follow-up Formula Powder",400,3.40,0.01
"Betty Crocker French Vanilla Cake Mix",520,2.76,0.01
"Clinic Plus Strength & Shine Shampoo With Egg Protein ",175,1.05,0.01
"Johnson's Baby Lotion",100,1.00,0.01
"The Bake Shop Masala Cheese Crackers",100,0.89,0.01
"Go Cheese Processed Squares",200,1.18,0.01
"The Bake Shop Jeera Ajwain Bread Sticks",100,0.56,0.01
"Apple Royal Gala",232,1.59,0.01
"Durex Condoms Mutual Climax",174,1.20,0.01
"Pantene Advanced Hair Fall Solution Shampoo - Total Damage Care",340,2.64,0.01
"Chakaachak Super Sponge Wipes (Pack of 3)",174,1.40,0.01
"Weikfield Cooker Cake Mix - Chocolate",150,0.89,0.01
"Eveready Ultima Alkaline AA Cell Battery-6 Pc Pack",348,1.89,0.01
"Gala Iron Bull Scrub Pad",174,1.26,0.01
"Laughing Cow Cheese 8 Portion 120Gm Imported",120,1.10,0.01
"Head & Shoulders Anti-Dandruff Smooth & Silky Shampoo",180,1.50,0.01
"The Whole Truth - Nuts, Fruits & Seeds Muesli",350,2.60,0.01
"Godrej Real Good Chicken Boneless Cubes ",450,2.48,0.01
"Sebamed Cleansing Bar",100,0.89,0.01
"Nestlé CERELAC Baby Cereal with Milk",300,2.72,0.01
"Nivea Men Active Clean with Active Charcoal Shower Gel for Body Face & Hair",250,1.91,0.01
"Nivea Body Shea Smooth with Shea Butter for Dry Skin",400,3.40,0.01
"Amul Ghee (Tin)",1000,5.09,0.01
"Tong Garden Wasabi Coated Greenpeas Tin",180,1.78,0.01
"D'lecta Natural Feta Cheese Block",100,0.95,0.01
"Nestle Cerelac Baby Cereal with Milk 5 Grains & Vegetables from 18 to 24 Month",300,2.79,0.01
"Go Processed Cheese Block",200,1.19,0.01
"Pond's Light Moisturiser",250,2.78,0.01
"Amul Pizza Cheese Processed",200,1.04,0.01
"Amul Processed Cheese Cubes",200,1.01,0.01
"Colgate Max Fresh Cooling Crystals Toothpaste",150,0.95,0.01
"RRO Mascarpone Cheese",200,1.77,0.01
"Fiama Di Wills Shower Gel Patchouli & Macadamia",250,1.79,0.01
"Yummiez Chicken Breakfast Sausages",250,1.50,0.01
"Yoga Bar Peanut Butter Dark Chocolate Jar",400,2.49,0.01
"Sugarfree Gold Low Calorie Sweetner ",100,1.18,0.01
"ITC Master Chef Lebanese Falafel Kebab",230,1.24,0.01
"Colgate Sensitive Plus Enamel Toothpaste Tube",160,1.40,0.01
"Everest Shahi Biryani Masala",200,2.45,0.01
"Borges Farfalle Durum Wheat Pasta ",500,2.50,0.01
"Origami Kitchen Towels 2 In 1 Quilted 2ply",116,1.26,0.01
"Cornitos Cornitos Taco Shells - 6 Inches",180,1.28,0.01
"Everest Pav Bhaji Masala",100,0.70,0.01
"Engage Urge Deodorant For Men, Citrus And Woody, Skin Friendly",150,1.74,0.01
"Go Cheese Processed Angles Plain",160,0.95,0.01
"Moi Soi Sichuan Chilli Oil- For Stir Fry Marinade Spread & Dip",175,1.40,0.01
"Remia Salad Italian Dressing ",250,2.30,0.01
"Yummiez Chicken Garlic Fingers Pouch",400,2.50,0.01
"Johnson's Baby Shampoo",200,1.80,0.01
"Odonil Room Air Freshener Spray - Lavender Mist",137,1.32,0.01
"Savlon Surface Disinfectant Spray",170,1.48,0.01
"Guava Thai",116,0.59,0.01
"Fresh Mutton Curry Cut Cubes (Halal)",500,4.42,0.01
"Bombay Shaving Company Charcoal Face Wash",100,2.49,0.02
"Gillete Mach3 ",116,2.34,0.02
"Godrej Real Good Chicken Legs ",116,1.89,0.02
"Dove Pink Rosa Beauty Bathing Bar",100,2.21,0.02
"Engage M3 Perfume Spray for Men",120,1.80,0.02
"Delight Nuts Berries Mix ",200,3.19,0.02
"Engage M1 Perfume Spray for Men ",120,1.94,0.02
"Tong Garden Salted Cocktail Nuts",160,2.66,0.02
"Satyam Makhana",100,2.08,0.02
"Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil ",100,1.57,0.02
"Garnier Color Naturals Crème Hair Color, Shade 5 Light Brown",100,1.80,0.02
"Garnier Skin Naturals, Micellar Cleansing Water",125,1.89,0.02
"Popular Essentials Anjeer",100,1.69,0.02
"Delight Nuts Pista Roasted & Salted",200,3.40,0.02
"Ching's Secret Noodles - Pad Thai Original",130,2.00,0.02
"Gillette Mach 3 Turbo Cartridges",232,5.78,0.02
"Glow & Lovely Advanced Multivitamin Face Cream",110,1.90,0.02
"Fogg Royal Fragrance Spray",150,2.30,0.02
"Nivea Soft Light Moisturizing Cream",100,1.57,0.02
"RRO Goat Milk Fetta Cheee",100,2.37,0.02
"Mamaearth Moisturizing Baby Bath Soap",150,2.49,0.02
"Old Spice Original After Shave Lotion",150,2.50,0.02
"Livon Anti-Frizz Serum",100,2.25,0.02
"Scalpe Pro Anti dandruff Shampoo 100ml",100,1.85,0.02
"Nestle Nestle Nan Pro Follow-Up Formula",400,6.50,0.02
"Johnson's Baby Cream",100,1.50,0.02
"Nivea Creme All Season Multi-Purpose Cream ",100,1.57,0.02
"Engage M2 Perfume Spray For Men",120,1.80,0.02
"Engage M4 Perfume Spray For Men",120,1.80,0.02
"24 Mantra Organic Black Pepper",100,1.57,0.02
"Ching's Secret Pad Thai Noodles - Extra Hot Thai Chilli",130,2.00,0.02
"Gillette Mach 3 Mens Razor Blades",232,4.60,0.02
"Mamaearth Vitamin C Face Toner",200,3.99,0.02
"Ching's Secret  Noodles - Pad Thai Lemongras",130,2.00,0.02
"Praakritik Natural Desi Gir Cow A2 Ghee",540,13.05,0.02
"Nivea Creme, All Season Multi-Purpose Cream",100,1.58,0.02
"Mamaearth Onion Hair Oil",150,3.59,0.02
"Nestle Nan Pro 4 Follow Up Formula Powder For Older Infants ",400,6.20,0.02
"Origami Plates Plain",100,2.25,0.02
"Fogg Paradise Fragrant Body Spray For Women ",150,2.50,0.02
"Old Spice After Shave Lotion Musk",100,2.00,0.02
"Gillette Mach 3 Start",116,2.49,0.02
"Himalaya Men Pimple Clear Neem Face Wash",100,1.63,0.02
"Fogg Master - Royal Intense",120,2.50,0.02
"Dove Cream Beauty Bathing Bar",125,2.12,0.02
"Ching's Secret  Pad Thai Noodles Green Curry",130,2.00,0.02
"Popular Essentials Popular Essential Pista Salted (With Shell)",100,1.71,0.02
"Pediasure Premium Chocolate Powdered Health Drink",400,6.10,0.02
"Delight Nuts Cashew Roasted & Salted",200,3.40,0.02
"Bombay Shaving Company Sensitive Cartridges",116,3.75,0.03
"Mamaearth Ubtan Face Scrub Turmeric & Walnut",100,3.14,0.03
"Delight Nuts Dried Blueberries ",150,4.32,0.03
"L'Oreal Paris Excellence Creme Hair Color, 3.16 Burgundy",159,5.50,0.03
"Popular Essentials Poppy Seeds (Gasagase)",100,2.60,0.03
"Sebamed Anti - Dandruff Shampoo",200,5.40,0.03
"Organic India Wheat Grass",100,3.16,0.03
"L'Oreal Paris Casting Creme Gloss Hair Color, Medium Brown 500",160,5.50,0.03
"Mangalam Camphor Tablet Jar",100,2.52,0.03
